id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_since_days(how many days since home is as airbnb),first_reviewed(how many days between first review to last scraped date),last_reviewed(how many days between last review to last scraped date)
3686,3,0.75,1,0,2,2,1,1,38.86177,-76.98966,Private room in house,Private room,1,1,1,1.740362689,2,365,2,2,365,365,2,365,1,8,31,61,336,73,2,0,92,9,9,10,10,8,9,0,2,0,2,0,0.6,4350,3645,35
3943,2,1,0.25,0,0,0,1,1,38.91066,-77.00438,Private room in townhouse,Private room,2,1,1,1.903089987,27,1125,27,27,1125,1125,27,1125,1,10,40,50,50,429,0,0,96,10,10,10,10,9,9,0,2,0,2,0,3.07,4334,4185,809
4197,1.575428333,0.917160468,0.96,1,2,2,1,1,38.88791,-76.99668,Private room in house,Private room,2,1,1,1.875061263,28,365,28,28,1125,1125,28,1125,1,0,0,0,0,45,3,0,97,10,10,10,10,10,10,0,2,0,2,0,0.32,4334,4181,224
4529,1.575428333,0.917160468,1,0,2,2,1,1,38.90645,-76.94305,Private room in house,Private room,4,1,1,1.73239376,30,180,30,30,180,180,30,180,1,29,59,89,179,102,0,0,93,10,9,10,10,9,10,0,1,0,1,0,0.75,4316,4095,477
4967,2,1,0.33,1,5,5,1,1,38.91409,-76.99368,Private room in house,Private room,1,1,1,1.995635195,2,365,2,2,365,365,2,365,1,0,0,0,115,31,0,0,95,9,10,10,10,8,9,0,3,0,3,0,0.26,4289,3642,1493
5589,1,1,0.88,1,4,4,1,1,38.91933,-77.04124,Entire apartment,Entire home/apt,3,1,1,1.799340549,14,100,14,14,100,100,14,100,1,22,52,82,134,95,4,0,91,10,8,10,10,10,9,0,2,1,1,0,0.7,4302,4050,233
7103,1,0.96,0.97,0,37,37,1,1,38.91988,-77.09796,Entire guest suite,Entire home/apt,2,1,2,1.995635195,3,365,3,5,365,365,3.2,365,1,0,0,0,0,90,44,0,97,10,10,10,10,10,10,1,35,35,0,0,5.12,4177,526,116
9097,1,1,0.88,1,4,4,1,1,38.91966,-77.04306,Private room in apartment,Private room,1,1,0,1.62324929,2,7,2,2,1125,1125,2,1125,1,0,23,53,53,112,1,0,97,10,9,10,10,10,10,0,2,1,1,0,0.84,4302,4017,360
9641,3,0.9,0.63,1,4,4,1,1,38.91146,-77.03636,Entire loft,Entire home/apt,4,1,2,2.267171728,2,180,2,2,180,180,2,180,1,23,53,83,83,154,3,1,95,10,10,10,10,10,9,0,2,1,0,1,1.19,4086,3869,19
11785,1,1,1,0,4,4,1,1,38.92828,-77.07638,Entire apartment,Entire home/apt,4,1,3,2,1,365,1,2,365,365,1,365,1,0,3,33,308,391,21,0,92,9,9,10,10,10,9,0,4,1,3,0,2.98,4087,3938,74
12442,1,1,1,0,4,4,1,1,38.92744,-77.07496,Private room in house,Private room,2,1,1,1.838849091,1,365,1,1,365,365,1,365,1,30,60,90,365,94,5,0,93,9,9,10,10,10,9,1,4,1,3,0,0.73,4087,3879,69
13744,3,1,1,0,1,1,1,1,38.92836,-77.03136,Entire apartment,Entire home/apt,4,1,2,2,30,90,30,30,1125,1125,30,1125,1,0,22,52,327,25,2,0,98,10,10,10,10,10,10,0,1,1,0,0,0.19,3998,3849,251
14218,1,1,1,0,4,4,1,1,38.927,-77.07645,Private room in house,Private room,2,1,1,1.838849091,1,365,1,1,365,365,1,365,1,0,0,0,0,100,3,0,94,10,9,10,10,10,10,1,4,1,3,0,1.51,4087,1985,65
16684,2,1,0.89,1,2,2,1,1,38.89866,-77.00179,Entire guest suite,Entire home/apt,2,1,1,1.929418926,60,365,60,60,1125,1125,60,1125,1,28,58,88,363,171,2,1,98,10,10,10,10,10,10,0,2,2,0,0,1.3,3960,3932,8
17131,1,1,1,0,4,4,1,1,38.92708,-77.0768,Private room in house,Private room,2,1,1,1.838849091,1,365,1,1,365,365,1,365,1,30,60,90,365,82,1,0,93,9,9,10,10,10,10,1,4,1,3,0,0.64,4087,3867,194
20067,1,1,1,1,1,1,1,0,38.92505,-77.06827,Private room in house,Private room,2,1,1,1.707570176,3,31,3,5,1125,1125,3.4,1125,1,16,46,76,76,121,16,1,95,10,10,10,10,10,10,0,1,0,1,0,0.94,3919,3849,15
22453,3,0.9,0.63,1,4,4,1,1,38.90933,-77.03484,Shared room in loft,Shared room,1,1,1,1.954242509,2,4,2,2,4,4,2,4,1,28,58,88,88,97,8,0,96,10,10,10,10,10,10,0,2,1,0,1,0.75,4086,3866,228
25243,1,1,1,0,2,2,1,1,38.88107,-77.01891,Entire townhouse,Entire home/apt,8,3,5,2.57863921,1,90,1,2,90,90,1,90,1,30,52,75,350,24,3,0,95,10,9,9,10,10,9,1,2,2,0,0,0.34,3854,2126,251
26147,1.575428333,0.917160468,0.877953436,1,1,1,1,0,38.95313,-77.03583,Private room in house,Private room,1,1,1,1.612783857,28,365,28,28,365,365,28,365,1,30,60,90,365,9,0,0,90,9,9,10,9,9,9,1,1,0,1,0,0.07,4316,3828,796
32087,1.575428333,0.917160468,1,1,12,12,1,1,38.91766,-77.04598,Private room in bed and breakfast,Private room,2,1,1,2.413299764,1,365,1,1,365,365,1,365,1,30,52,57,332,15,1,0,97,10,10,10,10,10,10,1,12,0,12,0,0.14,3795,3317,234
32584,1,1,0.95,0,4,4,1,1,38.91139,-77.0208,Barn,Entire home/apt,4,1,2,2.008600172,2,1125,2,2,1125,1125,2,1125,1,7,37,63,338,600,19,0,94,10,9,10,10,10,9,1,2,2,0,0,4.76,4099,3782,48
54112,3,1,0.69,1,1,1,1,0,38.91168,-77.03501,Entire apartment,Entire home/apt,2,1,1,2.290034611,3,365,3,3,365,365,3,365,1,29,59,85,360,154,4,0,97,10,10,10,10,10,10,0,1,1,0,0,1.27,3673,3645,224
65024,2,0.82,0.6,0,51,51,1,0,38.9165,-77.01028,Private room in apartment,Private room,1,1,1,1.544068044,28,730,28,28,730,730,28,730,1,14,14,14,159,8,3,0,98,10,9,10,10,10,9,0,28,0,27,1,0.18,3606,1308,116
67483,3,1,1,1,1,1,1,1,38.93375,-77.02924,Entire guest suite,Entire home/apt,3,1,1,1.995635195,6,730,6,6,730,730,6,730,1,30,60,90,365,155,1,0,90,9,9,10,10,10,9,1,1,1,0,0,1.31,3583,3548,314
72454,1,0.96,0.99,0,2,2,1,1,38.94684,-77.02294,Entire townhouse,Entire home/apt,16,4,6,2.139879086,4,1125,1,5,1125,1125,2.8,1125,1,12,40,70,345,167,26,1,87,9,9,9,9,10,9,1,3,3,0,0,1.42,3862,3523,27
78264,2,1,0.877953436,0,1,1,1,1,38.91573,-77.00721,Private room in house,Private room,4,1,1,1.819543936,1,30,1,1,30,30,1,30,1,0,0,21,296,35,0,0,94,9,9,10,10,9,9,0,1,0,1,0,0.35,3523,2976,392
79866,2,1,0.33,1,5,5,1,1,38.90476,-76.98492,Private room in house,Private room,1,1,1,1.995635195,2,730,2,2,730,730,2,730,1,0,0,0,115,10,0,0,98,9,10,10,9,8,9,0,3,0,3,0,0.09,4289,3490,1519
79867,2,1,0.33,1,5,5,1,1,38.90467,-76.98627,Private room in house,Private room,1,1,1,1.995635195,2,730,2,2,730,730,2,730,1,0,0,0,115,10,0,0,98,10,10,10,10,8,9,0,3,0,3,0,0.09,4289,3263,1485
93551,1,1,0.18,1,4,4,1,1,38.91235,-77.01873,Private room in townhouse,Private room,2,1,1,1.903089987,3,365,3,3,365,365,3,365,1,30,60,90,365,101,0,0,95,10,9,10,10,10,10,0,4,0,4,0,0.87,3492,3476,395
107801,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.89768,-76.97113,Entire house,Entire home/apt,8,2,5,2.146128036,2,30,2,2,1125,1125,2,1125,1,0,0,21,111,13,0,0,94,10,10,10,10,8,9,1,1,1,0,0,0.18,3510,2197,1172
116951,1,1,0.18,1,4,4,1,1,38.91703,-77.01672,Private room in townhouse,Private room,2,1,1,1.826074803,10,730,10,10,730,730,10,730,1,30,60,90,365,80,1,0,95,10,9,10,10,10,10,0,4,0,4,0,2.2,3492,1091,353
124030,1,1,0,0,1,1,1,1,38.91409,-77.02484,Entire condominium,Entire home/apt,4,2,1,2.176091259,2,30,2,2,30,30,2,30,1,0,0,0,0,7,0,0,100,10,10,10,10,10,10,0,1,1,0,0,0.09,3443,2292,565
136400,3,1,0.86,1,2,2,1,1,38.95126,-77.08569,Entire house,Entire home/apt,4,3,3,2.274157849,3,14,3,3,14,14,3,14,1,0,0,21,290,9,1,0,98,10,10,10,10,10,10,0,1,1,0,0,0.09,3429,3051,300
145726,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.94934,-77.02295,Entire guest suite,Entire home/apt,2,1.449906367,1,1.903089987,5,31,5,5,31,31,5,31,1,6,36,66,341,104,2,0,97,10,10,10,10,9,10,0,1,1,0,0,0.91,1541,3411,219
150109,1.575428333,0.917160468,0.5,0,1,1,1,1,38.915,-77.03853,Entire apartment,Entire home/apt,2,1,1,2.130333768,3,365,3,3,365,365,3,365,1,0,0,21,296,29,0,0,97,10,9,10,10,10,9,0,1,1,0,0,0.27,3414,3277,377
153545,1,1,0.92,1,5,5,1,1,38.94437,-77.04345,Private room in house,Private room,1,1,1,1.681241237,30,1120,30,30,1120,1120,30,1120,1,30,60,90,365,35,0,0,93,9,9,10,10,9,9,0,5,3,2,0,0.32,3410,3327,1404
155859,1,1,0.877953436,0,2,2,1,1,38.96648,-77.03228,Private room in house,Private room,1,1,1,1.792391689,3,14,2,3,14,14,3,14,1,14,29,45,49,130,1,0,97,10,10,10,10,9,10,1,2,1,1,0,1.15,3408,3379,362
160148,4,0,0.877953436,0,5,5,1,1,38.91297,-77.0465,Private room in house,Private room,2,1,1,2.489958479,30,1125,30,30,1125,1125,30,1125,1,30,60,90,365,2,0,0,100,9,9,10,9,9,9,0,4,1,3,0,0.02,3403,3197,1984
161913,4,0,0.877953436,0,5,5,1,1,38.91296,-77.04639,Private room in townhouse,Private room,1,1,1,1.995635195,30,1125,30,30,1125,1125,30,1125,1,0,0,0,0,10,0,0,92,9,10,9,10,8,8,0,4,1,3,0,0.32,3403,947,470
164069,2,1,0.25,0,0,0,1,1,38.91299,-77.00964,Private room in house,Private room,2,1,1,1.903089987,27,1125,27,27,1125,1125,27,1125,1,0,18,28,28,195,0,0,97,10,10,10,10,9,9,0,2,0,2,0,1.72,4334,3392,1161
174808,1.575428333,0.917160468,0.67,1,3,3,1,0,38.86427,-76.98934,Private room in house,Private room,2,1,1,1.875061263,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,38,1,0,98,10,10,10,10,9,10,0,3,0,3,0,0.69,3386,1657,335
175581,1,1,1,1,1,1,1,1,38.87859,-76.98519,Entire apartment,Entire home/apt,2,1,1,2.113943352,4,365,4,4,365,365,4,365,1,28,58,88,178,124,0,0,93,9,9,10,10,9,9,0,1,1,0,0,1.11,3385,3351,427
178395,4,0,0.877953436,0,2,2,1,1,38.96234,-77.01735,Private room in house,Private room,1,1,4,2.600972896,1,730,1,1,730,730,1,730,1,30,60,90,365,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,2,1,1,0,1.531997805,3382,1028.445847,337.1802049
184144,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.91241,-77.04315,Entire apartment,Entire home/apt,2,1,0,1.903089987,60,360,60,60,360,360,60,360,1,22,52,82,357,7,0,0,95,10,9,10,10,10,10,1,1,1,0,0,0.06,3376,3372,1682
196429,2,1,1,0,1,1,1,1,38.96995,-77.01984,Entire guest suite,Entire home/apt,3,1.449906367,2,2.096910013,2,1825,2,2,1825,1825,2,1825,1,29,59,89,364,6,2,1,85,9,8,10,10,9,9,0,1,1,0,0,0.07,3362,2741,24
198685,4,0.2,0.24,0,2,2,1,1,38.93404,-77.01488,Private room in townhouse,Private room,2,1,1,1.653212514,1,365,1,1,365,365,1,365,1,29,59,89,364,132,1,0,94,10,9,10,10,9,9,0,3,0,3,0,1.19,3360,3339,131
201116,2,1,1,0,1,1,1,1,38.97291,-77.02063,Entire apartment,Entire home/apt,2,1,2,1.954242509,1,730,1,2,730,730,1,730,1,28,57,86,361,173,19,3,90,9,9,9,10,10,9,0,1,1,0,0,1.56,3356,3326,13
205809,1.575428333,0.917160468,0,0,1,1,1,1,38.9581,-77.02271,Entire townhouse,Entire home/apt,6,3,2,2.298853076,4,60,4,4,60,60,4,60,1,27,57,87,362,13,0,0,97,10,9,10,10,10,10,0,1,1,0,0,0.12,3350,3331,501
211986,4,0,0.877953436,0,5,5,1,1,38.91297,-77.0465,Private room in house,Private room,3,1,2,2.42975228,30,365,30,30,365,365,30,365,1,30,60,90,365,5,0,0,85,9,9,9,10,10,9,0,4,1,3,0,0.07,3403,2268,1877
223203,2,1,1,0,4,4,1,0,38.98853,-77.04441,Private room in house,Private room,2,1,1,1.84509804,2,3365,2,2,3365,3365,2,3365,1,30,60,90,365,6,0,0,100,10,10,10,10,10,10,1,4,0,4,0,0.05,3328,3288,428
223922,1,1,0.92,1,5,5,1,1,38.94363,-77.04562,Entire house,Entire home/apt,4,1,2,2.037426498,1,1125,1,2,1125,1125,1,1125,1,9,10,34,301,122,6,1,93,9,9,10,10,9,9,1,5,3,2,0,1.1,3410,3317,26
251611,2,1,1,0,4,4,1,0,38.98853,-77.04441,Private room in house,Private room,3,1,2,1.84509804,2,3365,2,2,3365,3365,2,3365,1,30,60,90,365,1,0,0,100,10,8,10,10,10,10,0,4,0,4,0,0.05,3328,594,594
251615,2,1,1,0,4,4,1,0,38.98853,-77.04441,Private room in house,Private room,2,1,1,1.84509804,2,1825,2,2,1825,1825,2,1825,1,30,60,90,365,5,1,0,96,10,10,10,10,10,9,1,4,0,4,0,0.18,3328,847,350
251619,2,1,1,0,4,4,1,0,38.98853,-77.04441,Private room in house,Private room,2,1,1,1.84509804,2,1000,2,2,1000,1000,2,1000,1,30,60,90,365,8,0,0,83,9,8,10,9,9,8,1,4,0,4,0,0.09,3328,2765,434
252300,3,1,0.877953436,0,2,2,1,0,38.8587,-76.98736,Private room in apartment,Private room,2,1,2,1.84509804,5,365,5,5,365,365,5,365,1,29,59,89,364,8,0,0,90,10,10,9,10,7,9,0,2,0,2,0,0.11,3290,2245,525
262629,2,1,1,1,1,1,1,1,38.96703,-77.00426,Private room in house,Private room,1,1,1,1.763427994,30,1000,30,30,1000,1000,30,1000,1,28,58,88,363,32,0,0,97,9,9,10,10,9,10,0,1,0,1,0,0.29,4066,3270,368
266852,1.575428333,0.917160468,0.99,1,2,2,1,1,38.89661,-76.98703,Private room in guest suite,Private room,2,1,1,1.944482672,2,30,2,2,1125,1125,2,1125,1,0,0,0,0,711,19,0,96,10,10,10,10,10,10,1,2,1,1,0,6.54,3269,3262,234
284165,1,1,0.82,1,4,4,1,1,38.91431,-77.01756,Entire apartment,Entire home/apt,4,1,2,1.995635195,10,180,10,10,180,180,10,180,1,8,38,47,47,70,5,1,93,10,9,10,10,9,9,0,2,2,0,0,0.77,3398,2735,24
286083,2,1,0.6,0,1,1,1,1,38.93107,-77.03885,Entire loft,Entire home/apt,6,1,1,2.225309282,1,1125,1,2,1125,1125,1,1125,1,29,59,89,364,70,4,0,94,9,9,10,10,10,9,0,1,1,0,0,0.66,3968,3163,42
290001,2,1,0.89,1,1,1,1,1,38.90968,-77.02747,Entire townhouse,Entire home/apt,2,1,1,2.206825876,2,14,2,2,14,14,2,14,1,0,8,32,120,134,3,0,96,10,10,10,10,10,10,0,1,1,0,0,1.28,3237,3143,54
296196,2,1,1,1,1,1,1,0,38.91383,-77.03598,Entire apartment,Entire home/apt,4,1,1,2.173186268,3,1125,3,3,1125,1125,3,1125,1,0,0,0,52,59,6,0,99,10,10,10,10,10,10,1,1,1,0,0,0.56,3229,3167,251
298337,2,1,0.33,0,3,3,1,1,38.92435,-77.10082,Entire apartment,Entire home/apt,2,1,1,2,3,14,3,3,14,14,3,14,1,0,0,0,1,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,3,2,1,0,1.531997805,3409,1028.445847,337.1802049
298346,2,1,0.33,0,3,3,1,1,38.925,-77.10011,Entire house,Entire home/apt,4,1,1,2.096910013,14,60,1,14,1125,1125,13.3,1125,1,0,0,0,0,10,1,0,98,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,3,2,1,0,0.63,3409,478,361
299030,1,1,0,0,2,2,1,0,38.98123,-77.02885,Private room in house,Private room,2,1,1,1.929418926,1,90,1,1,90,90,1,90,1,0,0,0,0,19,0,0,97,10,10,10,10,9,10,0,2,0,2,0,0.18,3224,3090,482
303723,1.575428333,0.917160468,0.94,1,1,1,1,1,38.91662,-77.02539,Entire guest suite,Entire home/apt,2,1,1,1.812913357,2,180,2,2,1125,1125,2,1125,1,0,0,21,21,173,12,0,96,10,10,10,10,10,10,1,1,1,0,0,2.49,3217,2080,226
305783,3,1,0.877953436,0,2,2,1,0,38.85618,-76.98689,Private room in apartment,Private room,2,1,2,1.84509804,5,365,5,5,365,365,5,365,1,30,60,90,365,2,0,0,80,10,10,10,10,7,8,0,2,0,2,0,0.02,3290,2641,791
306465,4,0,0.877953436,0,5,5,1,1,38.91297,-77.0465,Entire apartment,Entire home/apt,4,1,3,2.511883361,30,365,30,30,365,365,30,365,1,30,60,90,365,15,0,0,94,9,10,9,10,10,9,0,4,1,3,0,0.14,3403,3146,567
313405,1,1,0,0,2,2,1,0,38.98052,-77.02992,Private room in house,Private room,3,1,1,1.903089987,1,90,1,1,90,90,1,90,1,0,24,54,329,7,0,0,87,9,9,10,10,8,9,0,2,0,2,0,0.07,3224,3107,480
315140,1,1,1,1,2,2,1,1,38.89815,-77.02241,Entire condominium,Entire home/apt,2,1,1,2.190331698,100,365,100,100,1125,1125,100,1125,1,30,60,90,365,15,1,0,99,10,10,9,10,10,9,1,2,2,0,0,0.14,3203,3104,49
316270,2,1,0.76,1,2,2,1,1,38.93807,-77.01982,Entire apartment,Entire home/apt,6,1,3,1.977723605,3,330,3,3,330,330,3,330,1,22,52,82,172,200,5,0,95,10,9,10,10,10,9,0,3,3,0,0,1.91,3202,3136,82
322610,1,1,1,0,2,2,1,0,38.89994,-77.00106,Entire apartment,Entire home/apt,4,2,2,2.096910013,5,1125,5,5,1125,1125,5,1125,1,30,60,87,360,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,2,2,0,0,1.531997805,3195,1028.445847,337.1802049
322611,1,1,1,0,2,2,1,0,38.90065,-77.00129,Entire apartment,Entire home/apt,3,2,2,2.11058971,30,240,30,30,240,240,30,240,1,30,60,90,365,1,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,2,2,0,0,0.07,3195,400,400
326938,1,1,0,0,4,4,1,1,38.91416,-77.07027,Private room in house,Private room,2,1,1,2.1430148,3,300,3,3,300,300,3,300,1,0,0,0,0,24,0,0,96,9,10,10,10,10,9,0,4,2,2,0,0.24,3190,3010,500
339208,1,0.9,1,1,1,1,1,0,38.88911,-76.93598,Entire apartment,Entire home/apt,6,2,3,1.875061263,4,365,4,4,1125,1125,4,1125,1,0,0,0,0,118,10,2,94,10,9,10,10,9,10,1,1,1,0,0,1.12,3181,3153,10
355527,1.575428333,0.917160468,0.71,0,1,1,1,1,38.88513,-77.00384,Entire apartment,Entire home/apt,3,1,1,2.161368002,2,90,2,2,90,90,2,90,1,0,0,16,282,132,4,0,95,9,9,10,9,10,9,0,1,1,0,0,1.25,3341,3159,109
382111,1,1,1,1,3,3,1,0,38.89,-76.99466,Entire apartment,Entire home/apt,4,1,2,2.096910013,3,29,3,3,1125,1125,3,1125,1,15,42,60,60,238,7,0,96,10,10,10,10,10,9,1,1,1,0,0,2.29,3148,3122,43
407014,1,1,0.95,0,4,4,1,1,38.911,-77.02074,Entire apartment,Entire home/apt,6,1,1,2.049218023,2,1125,2,2,1125,1125,2,1125,1,1,31,57,330,409,14,2,92,9,9,9,9,10,9,1,2,2,0,0,4.01,4099,3058,9
409582,1,1,0.92,1,4,4,1,1,38.88306,-76.99497,Entire apartment,Entire home/apt,4,1,1,2.093421685,3,180,3,3,180,180,3,180,1,30,60,84,351,516,18,0,97,10,10,10,10,10,10,0,1,1,0,0,4.96,3130,3117,47
427825,1,1,1,1,2,2,1,1,38.91973,-77.01392,Entire townhouse,Entire home/apt,2,2,2,2.041392685,10,270,10,10,1125,1125,10,1125,1,0,7,28,188,17,3,0,91,10,9,9,10,9,9,0,2,2,0,0,0.18,3203,2820,42
437005,2,1,0.6,0,2,2,1,0,38.86124,-76.98865,Private room in house,Private room,2,1,1,1.77815125,2,120,2,2,120,120,2,120,1,25,55,85,360,103,0,0,97,10,10,10,10,8,9,0,2,0,2,0,1,3111,3098,440
441177,1.575428333,0.917160468,0.877953436,0,0,0,1,1,38.91814,-77.03373,Private room in apartment,Private room,2,1,1,1.903089987,1,3,1,1,3,3,1,3,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,0,1,0,1.531997805,3108,1028.445847,337.1802049
446147,1.575428333,0.917160468,0.877953436,0,0,0,1,1,38.9059,-77.0292,Entire apartment,Entire home/apt,1,1,1,1.995635195,150,1125,150,150,1125,1125,150,1125,1,28,58,88,363,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,1,0,0,1.531997805,3105,1028.445847,337.1802049
453159,3,1,0.97,1,1,1,1,1,38.87995,-76.98545,Entire guest suite,Entire home/apt,5,2,3,2.206825876,4,180,4,4,180,180,4,180,1,23,44,44,288,279,16,0,98,10,10,10,10,10,10,0,1,1,0,0,2.76,4051,3029,54
453315,1,1,1,1,1,1,1,1,38.8954,-76.98694,Entire guest suite,Entire home/apt,2,1,1,1.959041392,2,60,2,2,60,60,2,60,1,0,0,0,202,830,52,0,98,10,10,10,10,10,10,1,1,1,0,0,8.07,3100,3085,220
458046,2,1,0.89,1,2,2,1,1,38.88515,-77.00524,Entire house,Entire home/apt,5,4,4,2.326335861,30,365,30,30,1125,1125,30,1125,1,30,60,90,365,202,1,0,100,10,10,10,10,10,10,0,2,2,0,0,2,3960,3035,116
464177,1,1,1,0,1,1,1,0,38.92859,-77.05629,Entire apartment,Entire home/apt,2,1,1,2.158362492,1,60,1,2,1125,1125,1,1125,1,8,32,54,329,95,12,2,97,10,10,10,10,10,9,0,1,1,0,0,0.93,3093,3059,20
501809,1,1,0.18,1,4,4,1,1,38.91255,-77.01999,Private room in townhouse,Private room,2,1,1,1.86332286,2,1125,2,2,1125,1125,2,1125,1,30,60,90,365,31,1,0,98,10,10,10,10,10,10,0,4,0,4,0,0.35,3492,2641,34
525672,1,1,0.97,1,2,2,1,1,38.8814,-76.98874,Entire apartment,Entire home/apt,4,1,1,1.995635195,2,30,2,2,1125,1125,2,1125,1,10,26,46,300,217,27,1,97,10,10,10,10,10,10,0,2,2,0,0,2.15,3060,3025,20
556729,4,0.2,0.24,0,2,2,1,1,38.92973,-77.01939,Private room in townhouse,Private room,2,1,1,1.653212514,1,365,1,1,365,365,1,365,1,22,52,82,357,129,2,0,89,9,9,10,9,9,9,0,3,0,3,0,1.29,3360,2994,297
560341,1,1,0.92,1,5,5,1,1,38.94314,-77.04345,Private room in house,Private room,2,1,1,1.770852012,30,10000,30,30,10000,10000,30,10000,1,0,0,21,296,22,0,0,94,9,9,10,10,9,9,0,5,3,2,0,0.22,3410,2973,2186
561697,1,1,0.95,0,3,3,1,1,38.91101,-77.00776,Entire apartment,Entire home/apt,6,1,4,1.748188027,2,20,2,2,20,20,2,20,1,27,55,65,91,312,26,0,95,9,10,10,10,9,10,0,2,2,0,0,3.11,3041,3010,201
584663,1.575428333,0.917160468,0,0,1,1,1,0,38.92561,-77.04565,Entire apartment,Entire home/apt,4,1,1,1.954242509,1,60,1,2,60,60,1,60,1,0,0,21,21,48,0,0,96,10,10,10,10,10,9,0,1,1,0,0,0.48,3029,3001,1057
594394,3,1,0.44,0,4,4,1,1,38.91528,-77.0745,Private room in house,Private room,1,1,1,1.812913357,14,1125,14,14,1125,1125,14,1125,1,30,60,90,365,37,1,0,93,10,9,10,10,9,9,0,3,0,3,0,0.42,3024,2639,266
609042,2,1,1,0,1,1,1,1,38.9225,-77.03322,Entire apartment,Entire home/apt,1,1,1,1.982271233,3,1125,3,3,1125,1125,3,1125,1,0,30,60,335,3,0,0,100,10,10,10,9,9,9,1,1,1,0,0,0.03,3016,2579,1552
627758,1,1,0,0,4,4,1,1,38.91569,-77.07026,Entire townhouse,Entire home/apt,6,2,3,2.475671188,3,365,3,3,365,365,3,365,1,3,33,63,338,11,0,0,91,9,9,10,10,10,9,0,4,2,2,0,0.12,3190,2688,725
635399,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.90767,-77.0396,Entire condominium,Entire home/apt,2,1,2,2.096910013,180,360,180,180,360,360,180,360,1,0,0,22,297,16,0,0,93,9,10,10,10,10,9,0,1,1,0,0,0.16,3002,2962,2364
638604,1,1,0,0,4,4,1,1,38.91498,-77.07086,Entire apartment,Entire home/apt,2,1,1,2.1430148,3,1125,3,3,1125,1125,3,1125,1,30,60,90,365,5,0,0,68,7,5,9,8,10,7,0,4,2,2,0,0.06,3190,2350,1581
647080,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.89233,-77.00084,Entire townhouse,Entire home/apt,6,2,3,2.439332694,4,1125,4,4,1125,1125,4,1125,1,29,59,89,364,74,1,0,99,10,10,10,10,10,10,0,1,1,0,0,0.74,2997,2989,353
653865,2,1,0.67,0,3,3,1,1,38.97122,-77.01537,Private room in bungalow,Private room,2,1,1,1.740362689,2,1125,2,2,1125,1125,2,1125,1,30,60,90,365,13,0,0,92,9,8,10,10,10,9,0,3,0,3,0,0.14,2990,2831,420
654835,1,1,0,0,4,4,1,1,38.91638,-77.07053,Private room in house,Private room,2,1,2,2.1430148,3,1125,3,3,1125,1125,3,1125,1,3,33,63,338,10,0,0,91,9,8,9,10,10,9,0,4,2,2,0,0.11,3190,2742,818
660514,2,0.9,0.91,1,2,2,1,1,38.92544,-77.02738,Private room in townhouse,Private room,1,1,1,1.653212514,30,180,30,30,180,180,30,180,1,27,57,87,177,5,0,0,80,8,9,8,8,9,8,1,2,0,2,0,0.19,3103,791,554
667954,2,1,0.8,1,3,3,1,1,38.91502,-77.00153,Private room in apartment,Private room,1,1,1,1.698970004,2,30,2,2,30,30,2,30,1,30,60,90,365,452,17,0,97,10,10,10,10,9,10,0,1,0,1,0,4.57,3293,2967,224
669941,1,1,1,1,2,2,1,1,38.92934,-77.03088,Entire apartment,Entire home/apt,4,1,4,1.954242509,28,180,28,28,180,180,28,180,1,1,31,61,151,241,9,0,97,10,10,10,10,10,10,0,2,2,0,0,2.52,2980,2873,217
688914,2,1,0.88,1,8,8,1,1,38.84948,-76.97921,Private room in townhouse,Private room,2,1,2,2.176091259,2,1125,2,2,1125,1125,2,1125,1,28,58,88,363,1,0,0,100,10,10,10,10,10,10,0,4,0,4,0,0.06,2967,495,495
