id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_since_days(how many days since home is as airbnb),first_reviewed(how many days between first review to last scraped date),last_reviewed(how many days between last review to last scraped date)
40373899,1,1,0.98,0,28,28,1,1,38.9175,-77.03732,Entire apartment,Entire home/apt,2,1,2,1.919078092,30,1125,30,30,1125,1125,30,1125,1,11,41,53,138,2,2,0,100,10,10,10,10,10,9,0,22,22,0,0,0.27,1641,219,100
40374732,1,0.99,0.99,0,393,393,1,1,38.91058,-77.02086,Entire apartment,Entire home/apt,4,1,2,2.209515015,2,1125,2,2,1125,1125,2,1125,1,0,0,9,9,1,1,0,100,10,10,10,10,10,8,1,15,15,0,0,0.54,1310,55,55
40392019,2,0.89,0.98,0,1,1,1,1,38.92754,-76.98687,Entire house,Entire home/apt,4,2,2,1.851258349,1,14,1,2,1125,1125,1,1125,1,7,7,28,28,22,22,3,91,9,8,10,10,10,9,1,1,1,0,0,2.05,1959,321,6
40392176,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.90728,-77.04879,Entire apartment,Entire home/apt,2,1,1.796050776,2.301029996,1,1125,1,2,1125,1125,1,1125,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,1,1,0,0,1.531997805,1934,1028.445847,337.1802049
40394019,1,1,1,0,0,0,1,1,38.89619,-76.99028,Entire house,Entire home/apt,2,1,1,2.57863921,3,31,3,3,1125,1125,3,1125,1,22,47,72,162,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,1,0,0,1.531997805,2818,1028.445847,337.1802049
40404106,1,0.67,0.8,0,0,0,1,1,38.91103,-77.00833,Private room in house,Private room,1,1,1,1.602059991,1,1125,1,1,1125,1125,1,1125,1,0,20,50,50,18,18,0,100,10,10,10,10,10,10,0,1,0,1,0,1.68,1772,321,222
40415504,1,1,0.84,0,1386,1386,1,1,38.91361,-77.03101,Entire serviced apartment,Entire home/apt,4,2,2,2.178976947,30,1125,30,30,1125,1125,30,1125,1,22,52,82,357,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,232,232,0,0,1.531997805,1818,1028.445847,337.1802049
40415566,1,1,0.84,0,1386,1386,1,1,38.9118,-77.03085,Entire serviced apartment,Entire home/apt,4,2,2,2.1430148,30,1125,30,30,1125,1125,30,1125,1,0,0,0,273,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,232,232,0,0,1.531997805,1818,1028.445847,337.1802049
40424768,2,0.94,0.61,0,0,0,1,0,38.86235,-76.98216,Entire townhouse,Entire home/apt,6,3,5,1.995635195,1,1125,1,2,1125,1125,1.3,1125,1,29,59,89,89,5,5,0,92,9,10,10,10,8,10,0,4,1,3,0,0.47,332,320,230
40425361,4,0.33,0.92,0,1,1,1,1,38.91132,-77.00722,Entire guest suite,Entire home/apt,3,1,1,1.84509804,5,8,5,5,1125,1125,5,1125,1,30,60,90,180,5,5,0,100,10,10,10,10,10,10,0,1,1,0,0,0.48,2787,314,53
40428080,1,1,1,0,0,0,1,1,38.9547,-77.01016,Entire apartment,Entire home/apt,6,2,3,2.170261715,2,1125,2,3,1125,1125,3,1125,1,26,56,86,361,8,8,3,90,10,10,10,9,9,9,1,2,2,0,0,0.78,344,306,13
40428915,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.90699,-77.0094,Entire apartment,Entire home/apt,6,2,4,2.318063335,2,1125,1,4,1125,1125,2,1125,1,19,44,62,62,31,31,1,95,9,10,9,10,10,9,0,1,1,0,0,2.9,1011,320,18
40431481,3,1,1,0,0,0,1,1,38.89682,-76.98889,Entire townhouse,Entire home/apt,5,5,4,2.352182518,91,1125,91,91,1125,1125,91,1125,1,0,6,36,311,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,1,0,0,1.531997805,3628,1028.445847,337.1802049
40431665,1,1,0.98,1,3,3,1,1,38.93146,-77.03908,Entire apartment,Entire home/apt,3,1,1,1.86923172,2,60,2,2,1125,1125,2,1125,1,12,39,69,341,14,14,1,93,10,9,10,10,10,9,1,2,2,0,0,1.35,1060,309,27
40466225,2,0.94,0.61,0,0,0,1,0,38.86097,-76.98089,Private room in townhouse,Private room,1,1,1,1.447158031,1,1125,1,2,1125,1125,1.3,1125,1,29,59,89,89,21,21,0,93,10,10,10,10,9,10,0,4,1,3,0,1.98,332,317,32
40466314,2,0.94,0.61,0,0,0,1,0,38.86088,-76.98042,Private room in townhouse,Private room,2,1,2,1.579783597,1,1125,1,2,1125,1125,1.3,1125,1,30,60,90,90,18,18,2,86,9,10,9,9,9,9,0,4,1,3,0,1.65,332,327,7
40466323,2,0.94,0.61,0,0,0,1,0,38.86263,-76.98032,Private room in townhouse,Private room,2,1,1,1.633468456,1,1125,1,2,1125,1125,1.3,1125,1,29,59,89,89,17,17,4,89,9,9,9,9,8,9,0,4,1,3,0,1.6,332,318,11
40471233,1,1,0.84,0,1386,1386,1,1,38.91372,-77.03064,Entire serviced apartment,Entire home/apt,2,1,1,1.949390007,30,1125,30,30,1125,1125,30,1125,1,0,0,0,146,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,232,232,0,0,1.531997805,1818,1028.445847,337.1802049
40471239,1,1,0.84,0,1386,1386,1,1,38.91164,-77.03028,Entire serviced apartment,Entire home/apt,2,1,1,1.991226076,30,1125,30,30,1125,1125,30,1125,1,14,44,74,349,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,232,232,0,0,1.531997805,1818,1028.445847,337.1802049
40471244,1,1,0.84,0,1386,1386,1,1,38.91174,-77.03066,Entire serviced apartment,Entire home/apt,4,2,2,2.264817823,30,1125,30,30,1125,1125,30,1125,1,0,0,0,203,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,232,232,0,0,1.531997805,1818,1028.445847,337.1802049
40471247,1,1,0.84,0,1386,1386,1,1,38.91163,-77.0323,Entire serviced apartment,Entire home/apt,4,2,2,2.271841607,30,1125,30,30,1125,1125,30,1125,1,0,1,1,233,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,232,232,0,0,1.531997805,1818,1028.445847,337.1802049
40471249,1,1,0.84,0,1386,1386,1,1,38.91309,-77.03032,Entire serviced apartment,Entire home/apt,4,2,2,2.222716471,30,1125,30,30,1125,1125,30,1125,1,1,7,7,243,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,232,232,0,0,1.531997805,1818,1028.445847,337.1802049
40471255,1,1,0.84,0,1386,1386,1,1,38.91165,-77.03039,Entire serviced apartment,Entire home/apt,2,1,1,1.968482949,30,1125,30,30,1125,1125,30,1125,1,28,58,88,363,2,2,0,100,10,10,10,10,10,9,1,232,232,0,0,0.25,1818,235,204
40471259,1,1,0.84,0,1386,1386,1,1,38.91376,-77.03245,Entire serviced apartment,Entire home/apt,2,1,1,2.11058971,30,1125,30,30,1125,1125,30,1125,1,23,53,83,358,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,232,232,0,0,1.531997805,1818,1028.445847,337.1802049
40471263,1,1,0.84,0,1386,1386,1,1,38.9122,-77.03034,Entire serviced apartment,Entire home/apt,4,2,2,2.120573931,30,1125,30,30,1125,1125,30,1125,1,0,0,5,280,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,232,232,0,0,1.531997805,1818,1028.445847,337.1802049
40475058,1.575428333,0.917160468,1,0,1,1,1,1,38.95748,-77.0226,Private room in apartment,Private room,2,1,1,1.477121255,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,7,7,0,94,10,10,10,10,10,10,1,1,0,1,0,0.65,1922,321,232
40482330,1.575428333,0.917160468,0.79,0,0,0,1,1,38.9233,-77.00336,Entire townhouse,Entire home/apt,6,3,4,2.173186268,30,365,30,90,1125,1125,50.7,1125,1,0,0,0,0,3,3,0,100,10,10,10,10,10,10,0,1,1,0,0,0.33,2878,274,226
40489781,1,1,0.75,0,1,1,1,1,38.89771,-76.99348,Entire house,Entire home/apt,6,2,4,2.361727836,5,1125,5,5,1125,1125,5,1125,1,23,53,62,62,1,1,0,100,10,10,10,10,10,10,1,1,1,0,0,0.1,1616,297,297
40491211,3,1,0.877953436,0,0,0,1,1,38.90744,-77.00747,Private room in condominium,Private room,2,2,1,2.301029996,6,1125,6,6,1125,1125,6,1125,1,0,23,53,53,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,0,1,0,1.531997805,3617,1028.445847,337.1802049
40491514,1.575428333,0.917160468,0.8,0,0,0,1,1,38.9317,-77.04169,Entire guest suite,Entire home/apt,2,1,1,1.949390007,5,90,5,5,1125,1125,5,1125,1,0,0,21,21,1,1,0,80,8,10,10,10,8,6,1,1,1,0,0,0.12,1884,245,245
40500030,1,1,0.98,1,1,1,1,0,38.91822,-77.0424,Entire apartment,Entire home/apt,2,1.449906367,1,1.959041392,1,25,1,2,25,25,1,25,1,17,41,61,252,67,67,6,98,10,10,10,10,10,10,1,2,2,0,0,6.46,1184,310,9
40501907,1,1,1,1,0,0,1,1,38.89521,-76.99453,Entire apartment,Entire home/apt,4,1,2,2.1430148,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,18,18,0,100,10,10,10,10,10,10,0,1,1,0,0,1.72,1636,313,224
40504182,1,1,1,0,1,1,1,1,38.90399,-77.05137,Entire apartment,Entire home/apt,6,1.449906367,2,2.184691431,1,1125,2,3,1125,1125,2.1,1125,1,24,54,84,84,20,20,0,87,9,8,9,9,10,9,1,1,1,0,0,1.95,1883,306,47
40512762,3,0.7,0.9,0,1,1,1,1,38.96901,-77.02323,Entire guest suite,Entire home/apt,2,1,1,1.84509804,2,30,2,2,1125,1125,2,1125,1,0,25,55,235,15,15,0,96,10,10,10,10,10,10,0,1,1,0,0,1.41,1645,318,135
40513350,1,1,0.98,0,28,28,1,1,38.91887,-77.03873,Entire condominium,Entire home/apt,2,1,1,1.919078092,30,1125,30,30,1125,1125,30,1125,1,1,31,61,336,1,1,0,100,10,10,10,10,10,10,0,22,22,0,0,0.34,1641,87,87
40514362,2,1,0.97,1,1,1,1,0,38.90302,-76.99744,Entire house,Entire home/apt,5,3,3,2.176091259,5,60,5,5,60,60,5,60,1,1,1,1,1,20,20,1,99,10,9,10,10,10,10,0,1,1,0,0,1.96,328,305,24
40524187,1.575428333,0.917160468,1,0,0,0,1,0,38.95183,-77.01768,Entire apartment,Entire home/apt,2,1,1,1.929418926,2,7,2,2,7,7,2,7,1,0,0,0,0,2,2,0,100,10,10,10,10,10,10,1,1,1,0,0,0.2,2071,303,297
40528846,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.91647,-77.03896,Entire apartment,Entire home/apt,3,1,2,2.176091259,3,30,3,3,30,30,3,30,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,1,0,0,1.531997805,1930,1028.445847,337.1802049
40535574,1,0.9,0.92,1,0,0,1,1,38.91537,-77.02821,Private room in bed and breakfast,Private room,2,1,1,2.096910013,2,28,2,2,28,28,2,28,1,30,60,87,177,4,4,0,100,10,10,10,10,10,10,1,5,2,3,0,0.41,327,289,227
40539973,1,0.93,0.99,1,96,96,1,1,38.91407,-77.04483,Entire apartment,Entire home/apt,4,1,1,2.59439255,2,1125,2,2,1125,1125,2,1125,1,10,26,45,166,14,14,1,99,10,10,10,10,10,10,1,77,62,11,0,1.36,1914,307,20
40544114,3,1,0.87,1,0,0,1,0,38.91649,-76.98412,Private room in apartment,Private room,1,1,1,1.886490725,2,4,2,2,1125,1125,2,1125,1,29,59,89,89,7,7,0,100,10,10,10,10,10,10,1,1,0,1,0,0.66,1257,315,232
40558120,1,1,1,1,0,0,1,1,38.91607,-77.00371,Entire apartment,Entire home/apt,3,1,2,1.84509804,14,1125,14,14,1125,1125,14,1125,1,0,11,20,257,12,12,0,98,10,10,10,10,10,10,1,1,1,0,0,1.27,326,282,55
40561900,1,0.9,0.92,1,0,0,1,1,38.91576,-77.02832,Private room in bed and breakfast,Private room,2,1,1,1.929418926,2,14,2,2,14,14,2,14,1,30,60,87,177,3,3,0,100,10,10,10,10,10,9,1,5,2,3,0,0.36,327,250,225
40567873,1,1,0.93,1,0,0,1,1,38.86299,-76.98264,Entire house,Entire home/apt,10,4,4,2.632457292,2,28,2,2,28,28,2,28,1,24,48,69,344,20,20,2,99,10,10,10,10,9,10,0,1,1,0,0,1.95,660,306,20
40584251,1,1,1,0,0,0,1,1,38.91196,-77.03379,Private room in apartment,Private room,3,1,1,1.672097858,4,1125,4,4,1125,1125,4,1125,1,0,0,0,115,4,4,0,100,9,10,10,10,10,10,1,1,0,1,0,0.4,2143,300,95
40584679,3,0.67,1,1,1,1,1,1,38.91387,-77.00905,Entire house,Entire home/apt,12,3,5,2.361727836,14,400,2,14,1125,1125,10.7,1125,1,0,0,0,80,7,7,0,100,10,10,9,10,10,10,1,1,1,0,0,0.71,2670,295,227
40594769,1.575428333,0.917160468,0.2,0,0,0,1,1,38.90231,-76.94009,Entire townhouse,Entire home/apt,4,2,2,2.079181246,2,30,2,2,30,30,2,30,1,0,0,0,0,1,1,0,100,10,10,10,8,10,10,0,1,1,0,0,0.1,1319,306,306
40608158,3,0.67,0.94,0,0,0,1,0,38.88103,-76.99142,Entire apartment,Entire home/apt,2,1.449906367,2,1.832508913,1,1125,1,2,1125,1125,1,1125,1,0,8,34,214,5,5,0,100,10,10,10,10,10,10,1,1,1,0,0,0.5,2588,302,112
40611419,1,1,0.85,0,4,4,1,1,38.87902,-76.92784,Shared room in house,Shared room,2,1,2,1.397940009,1,1125,1,1,1125,1125,1,1125,1,29,59,89,179,7,7,0,97,10,9,10,10,10,9,0,1,0,0,1,0.66,325,318,97
40612056,2,1,0.97,0,0,0,1,1,38.91465,-77.04293,Entire apartment,Entire home/apt,4,2,2,2.250420002,2,1125,2,2,1125,1125,2,1125,1,13,43,73,163,9,9,0,93,10,10,10,10,10,10,0,1,1,0,0,0.91,2601,297,238
40612972,1.575428333,0.917160468,1,0,1,1,1,1,38.92787,-77.02088,Private room in townhouse,Private room,2,1,1,1.84509804,10,1125,10,10,1125,1125,10,1125,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,1,0,1,0,1.531997805,2225,1028.445847,337.1802049
40613735,2,1,0.95,1,2,2,1,1,38.86477,-76.96962,Private room in house,Private room,3,1,2,1.612783857,1,1125,1,1,1125,1125,1,1125,1,20,50,80,355,65,65,7,99,10,10,10,10,10,10,0,3,0,3,0,6.17,1642,315,4
40616354,1,1,1,1,2,2,1,1,38.89627,-77.04465,Entire apartment,Entire home/apt,3,1,0,1.857332496,1,1125,1,2,1125,1125,1,1125,1,14,14,15,24,55,55,1,96,10,10,10,10,10,9,1,2,2,0,0,5.59,1454,294,23
40620454,1,1,1,1,0,0,1,1,38.91496,-77.02938,Private room in guesthouse,Private room,2,1,1,1.929418926,2,20,2,2,1125,1125,2,1125,1,30,60,90,180,5,5,1,100,10,10,10,10,10,10,1,4,0,4,0,0.6,1053,251,6
40648469,1,1,0.98,0,4,4,1,1,38.90176,-76.97531,Entire townhouse,Entire home/apt,4,2,2,2.037426498,3,255,3,3,255,255,3,255,1,29,59,86,361,13,13,0,82,8,8,9,8,7,8,0,4,4,0,0,1.24,1201,313,34
40655736,1,1,1,1,0,0,1,1,38.91502,-77.03153,Private room in guesthouse,Private room,2,1,1,1.977723605,2,14,2,2,1125,1125,2,1125,1,30,60,90,180,3,3,0,100,10,10,10,10,10,10,1,4,0,4,0,0.31,1053,286,56
40656084,1,1,1,1,0,0,1,1,38.9149,-77.03135,Private room in guesthouse,Private room,2,1,1,2.041392685,2,14,2,2,1125,1125,2,1125,1,30,60,90,180,2,2,0,100,10,10,10,10,10,9,1,4,0,4,0,0.26,1053,227,207
40656549,1,1,1,1,0,0,1,1,38.91514,-77.03103,Private room in guesthouse,Private room,2,1,1,2.096910013,2,14,2,2,1125,1125,2,1125,1,25,50,80,170,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,4,0,4,0,1.531997805,1053,1028.445847,337.1802049
40657545,3,0.6,1,0,0,0,1,1,38.91639,-77.05211,Private room in apartment,Private room,2,1,1,1.602059991,30,1125,30,30,1125,1125,30,1125,1,7,37,67,67,3,3,0,100,9,10,10,10,9,9,1,1,0,1,0,0.28,323,316,301
40664133,1,1,0.98,0,4,4,1,1,38.932,-76.97164,Entire guest suite,Entire home/apt,4,2,2,2.037426498,3,250,3,3,1125,1125,3,1125,1,29,59,89,364,5,5,1,92,9,9,10,10,9,9,1,4,4,0,0,0.98,1201,152,12
40670115,1,0.96,0.99,0,12,12,1,1,38.90185,-76.98912,Private room in townhouse,Private room,4,1,2,1.544068044,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,18,18,0,96,10,9,9,10,10,9,1,1,0,1,0,1.69,1861,318,95
40670698,1,1,0.94,1,1,1,1,1,38.86251,-76.9811,Entire guest suite,Entire home/apt,4,1,2,1.763427994,2,1125,2,2,1125,1125,2,1125,1,19,49,79,354,18,18,0,100,10,10,10,10,9,10,0,1,1,0,0,1.82,1924,295,41
40677062,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.93741,-77.0319,Entire condominium,Entire home/apt,4,1,2,2.176091259,1,1125,1,2,1125,1125,1,1125,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,1,1,0,0,1.531997805,2338,1028.445847,337.1802049
40697456,1,1,0.82,0,4,4,1,1,38.90885,-77.0671,Entire apartment,Entire home/apt,2,1,1,2,2,365,2,2,365,365,2,365,1,25,51,81,81,3,3,2,93,9,8,10,10,10,9,0,1,1,0,0,2.14,1536,41,5
40706032,1,1,0.98,0,1,1,1,1,38.92925,-77.02241,Entire guest suite,Entire home/apt,2,1,2,1.653212514,3,90,2,3,1125,1125,3,1125,1,0,0,0,0,23,23,1,95,10,10,10,10,10,10,0,1,1,0,0,2.25,1565,305,29
40709511,1.575428333,0.917160468,0,0,1,1,1,1,38.91202,-77.04516,Entire apartment,Entire home/apt,2,1.449906367,1,2.079181246,2,20,2,2,1125,1125,2,1125,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,1,1,0,0,1.531997805,2016,1028.445847,337.1802049
40709622,1.575428333,0.917160468,0.5,0,1,1,1,1,38.87866,-76.93755,Entire apartment,Entire home/apt,2,1.449906367,1,2,1,10,1,2,10,10,1,10,1,23,53,83,173,3,3,0,100,10,10,10,10,10,10,0,1,1,0,0,0.28,2093,319,299
40712972,3,0.71,0.5,0,1,1,1,1,38.90587,-77.01675,Private room in townhouse,Private room,2,1,2,1.995635195,2,1125,2,2,1125,1125,2,1125,1,30,60,90,90,1,1,0,100,10,10,10,10,10,10,1,1,0,1,0,0.1,2074,300,300
40716667,1,1,0.86,1,1,1,1,1,38.92907,-77.02741,Private room in townhouse,Private room,2,1,1,1.698970004,1,14,1,1,14,14,1,14,1,7,37,67,157,11,11,0,100,10,10,10,10,10,10,0,1,0,1,0,1.09,429,301,225
40721023,1.575428333,0.917160468,1,0,1,1,1,1,38.90336,-77.01744,Entire apartment,Entire home/apt,4,1,1,1.838849091,4,1125,4,4,1125,1125,4,1125,1,0,0,0,0,5,5,0,92,9,10,10,10,10,10,1,1,1,0,0,0.53,1599,283,226
40722607,1.575428333,0.917160468,1,0,0,0,1,0,38.91196,-77.03441,Private room in apartment,Private room,1,1,0,1.698970004,20,20,20,20,20,20,20,20,1,0,0,0,0,2,2,0,100,10,10,10,10,10,10,0,1,0,1,0,0.19,2005,315,298
40730600,1,1,0.97,0,5,5,1,1,38.90133,-76.9847,Entire apartment,Entire home/apt,6,1,4,2.359835482,1,30,1,2,1125,1125,1.3,1125,1,22,52,82,172,1,1,0,80,10,10,10,10,10,8,0,4,4,0,0,0.12,1669,257,257
40731500,1.575428333,0.917160468,1,0,6,6,1,1,38.90066,-76.95229,Entire townhouse,Entire home/apt,5,3,3,1.995635195,5,30,5,5,1125,1125,5,1125,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,3,1,2,0,1.531997805,3064,1028.445847,337.1802049
40736026,1,0.93,0.99,1,96,96,1,1,38.91479,-77.02966,Entire apartment,Entire home/apt,4,1,2,2.195899652,1,1125,1,30,1125,1125,1.5,1125,1,0,0,0,0,12,12,0,98,10,10,10,10,10,10,1,77,62,11,0,1.17,1914,308,34
40737478,1.575428333,0.917160468,0.877953436,0,1,1,1,1,38.9058,-77.00662,Private room in apartment,Private room,2,1,1,2.477121255,1,3,1,1,3,3,1,3,1,29,59,89,89,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,0,1,0,1.531997805,1946,1028.445847,337.1802049
40747674,1,1,0.99,0,1202,1202,1,1,38.90185,-77.05161,Entire apartment,Entire home/apt,2,1,1,2.152288344,30,1125,30,730,1125,1125,720.3,1125,1,0,3,3,3,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,136,136,0,0,1.531997805,1408,1028.445847,337.1802049
40747740,1,1,0.99,0,1202,1202,1,1,38.89889,-77.01919,Entire apartment,Entire home/apt,2,1,1,2.146128036,30,1125,30,730,1125,1125,702.3,1125,1,1,1,1,273,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,136,136,0,0,1.531997805,1408,1028.445847,337.1802049
40748525,1,0.9,0.92,1,0,0,1,1,38.91381,-77.02968,Private room in bed and breakfast,Private room,4,1,2,1.977723605,2,14,2,2,14,14,2,14,1,23,53,81,171,6,6,1,97,10,10,10,10,10,10,1,5,2,3,0,0.7,327,257,12
40750190,1,0.9,0.92,1,0,0,1,1,38.9156,-77.03021,Entire apartment,Entire home/apt,2,1.449906367,1,1.929418926,1,1125,1,2,1125,1125,1,1125,1,0,0,0,81,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,5,2,3,0,1.531997805,327,1028.445847,337.1802049
40750215,1,0.83,1,1,0,0,1,0,38.91037,-77.02238,Private room in condominium,Private room,2,1,0,1.740362689,4,38,4,4,1125,1125,4,1125,1,0,0,20,280,4,4,0,100,10,10,10,10,10,10,1,1,0,1,0,0.39,1211,309,283
40760187,1,0.99,0.99,0,393,393,1,1,38.91095,-77.02155,Entire townhouse,Entire home/apt,6,2,3,2.401400541,2,1125,2,3,1125,1125,2.2,1125,1,0,23,51,326,1,1,0,100,10,10,10,10,10,10,1,15,15,0,0,0.12,1310,250,250
40760974,3,1,0.75,0,3,3,1,0,38.86788,-76.97857,Private room in house,Private room,6,2,3,1.770852012,1,28,1,1,1125,1125,1,1125,1,0,0,0,6,3,3,0,100,10,10,9,10,9,10,0,3,0,3,0,0.39,318,229,223
40772341,1,0.9,0.92,1,0,0,1,1,38.91424,-77.02804,Entire apartment,Entire home/apt,4,1,2,2.096910013,3,1125,3,3,1125,1125,3,1125,1,0,0,0,81,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,5,2,3,0,1.531997805,327,1028.445847,337.1802049
40779306,2,1,0.94,1,0,0,1,0,38.90642,-76.98466,Entire apartment,Entire home/apt,4,1,1,1.908485019,2,30,2,2,1125,1125,2,1125,1,13,39,62,62,34,34,2,100,10,10,10,10,10,10,0,1,1,0,0,3.54,1201,287,19
40783246,2,0.7,0.95,0,1,1,1,0,38.89266,-76.92344,Private room in townhouse,Private room,1,1,1.796050776,1.672097858,1,60,1,1,1125,1125,1,1125,1,0,22,52,52,18,18,1,96,10,10,10,10,10,9,1,1,0,1,0,1.75,2069,308,21
40786381,1.575428333,0.917160468,0.93,0,1,1,1,1,38.89978,-77.0173,Entire apartment,Entire home/apt,3,1,1,2.11058971,1,1125,1,2,1125,1125,1,1125,1,0,0,0,0,16,16,0,93,10,10,9,9,10,10,0,1,1,0,0,1.55,402,308,230
40796728,3,0.9,0.75,0,0,0,1,0,38.87823,-76.99285,Entire apartment,Entire home/apt,5,1,2,1.897627091,1,1125,1,2,1125,1125,1,1125,1,0,0,0,66,2,2,0,100,10,10,10,10,10,10,1,1,1,0,0,0.21,2669,283,278
40800322,1,1,0.99,0,1202,1202,1,1,38.90887,-77.03272,Entire apartment,Entire home/apt,2,1,1,2.173186268,30,1125,30,730,1125,1125,726.8,1125,1,2,2,2,2,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,136,136,0,0,1.531997805,1408,1028.445847,337.1802049
40803545,3,0.8,0.93,1,1,1,1,1,38.91355,-77.01207,Entire townhouse,Entire home/apt,4,2,2,2.079181246,2,10,2,2,1125,1125,2,1125,1,4,8,10,53,19,19,2,98,10,10,10,10,10,10,1,1,1,0,0,1.88,2861,303,13
40815014,1,1,0.98,1,2,2,1,1,38.91166,-77.02268,Entire townhouse,Entire home/apt,4,2,2,2.396199347,2,366,2,2,366,366,2,366,1,0,0,0,0,6,6,0,100,10,9,10,10,10,10,1,2,2,0,0,0.61,1258,293,223
40828963,3,1,0.75,0,3,3,1,0,38.86682,-76.9788,Private room in house,Private room,2,2,3,1.770852012,1,28,1,1,1125,1125,1,1125,1,0,0,0,0,1,1,0,100,10,8,10,10,10,10,0,3,0,3,0,0.13,318,226,226
40849295,1.575428333,0.917160468,0.877953436,0,1,1,1,0,38.94517,-77.02381,Private room in townhouse,Private room,2,1,1,1.954242509,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,0,1,0,1,0,1.531997805,1395,1028.445847,337.1802049
40852630,1,1,0.95,1,0,0,1,1,38.89654,-76.98181,Entire apartment,Entire home/apt,6,2,3,2.096910013,2,14,2,2,1125,1125,2,1125,1,22,52,82,82,6,6,0,97,10,10,10,10,9,10,1,2,1,1,0,0.6,1847,298,223
40854143,1,1,0.99,0,1202,1202,1,1,38.90887,-77.03272,Entire apartment,Entire home/apt,2,1,1,2.146128036,30,1125,30,730,1125,1125,711.5,1125,1,26,26,26,26,0,0,0,95.20402085,9.730007474,9.55754858,9.840875093,9.820254111,9.698765894,9.535640786,1,136,136,0,0,1.531997805,1408,1028.445847,337.1802049
